date,GAS_PRICE,OIL_PRICE
2006-09-01,82.68,106.38
2006-10-01,82.68,100.38000000000001
2006-11-01,76.69,98.3
2006-12-01,76.69,98.47
2007-01-01,73.6,97.08
2007-02-01,73.6,97.25000000000001
2007-03-01,71.55,100.61
2007-04-01,71.55,103.96
2007-05-01,74.89,107.27000000000001
2007-06-01,74.89,108.09
2007-07-01,74.89,109.95
2007-08-01,74.89,109.85
2007-09-01,83.24,112.46
2007-10-01,83.24,115.19999999999999
2007-11-01,85.65,122.21
2007-12-01,85.65,127.47
2008-01-01,83.24,128.93
2008-02-01,83.24,129.37
2008-03-01,83.24,133.60000000000005
2008-04-01,83.24,141.35
2008-05-01,83.24,155.7
2008-06-01,83.24,169.09
2008-07-01,83.24,173.66
2008-08-01,83.24,163.44000000000005
2008-09-01,83.24,158.03
2008-10-01,83.24,146.95
2008-11-01,86.52,123.5
2008-12-01,89.36,110.87
2009-01-01,88.12,108.25
2009-02-01,88.12,112.74
2009-03-01,88.12,114.0
2009-04-01,89.36,116.29000000000002
2009-05-01,89.36,114.22000000000001
2009-06-01,90.34,122.97000000000001
2009-07-01,96.46,125.52
2009-08-01,96.46,131.19
2009-09-01,96.46,129.60000000000002
2009-10-01,96.46,126.06
2009-11-01,96.46,131.97000000000003
2009-12-01,96.46,132.41
2010-01-01,98.43,134.87
2010-02-01,98.43,131.36
2010-03-01,98.43,136.73000000000002
2010-04-01,98.43,140.34000000000003
2010-05-01,98.43,139.13
2010-06-01,98.43,136.68
2010-07-01,98.43,135.03000000000003
2010-08-01,98.43,136.34000000000003
2010-09-01,102.41,134.65000000000003
2010-10-01,102.41,138.88
2010-11-01,96.84,143.15
2010-12-01,96.84,153.5
2011-01-01,102.22,160.24
2011-02-01,102.22,164.03
2011-03-01,102.22,179.88
2011-04-01,102.22,184.78
2011-05-01,108.22,179.36
2011-06-01,108.22,174.18000000000004
2011-07-01,108.22,175.92
2011-08-01,108.22,173.9
2011-09-01,108.22,178.29
2011-10-01,114.52,179.36
2011-11-01,114.52,177.85
2011-12-01,114.52,179.35
2012-01-01,114.52,185.95
2012-02-01,114.52,191.89
2012-03-01,114.52,198.14
2012-04-01,114.52,198.45
2012-05-01,114.52,186.35
2012-06-01,114.52,171.1
2012-07-01,114.52,171.44
2012-08-01,114.52,182.28
2012-09-01,114.52,188.12
2012-10-01,114.52,183.08999999999997
2012-11-01,114.52,176.76
2012-12-01,114.52,174.34
2013-01-01,114.52,174.1
2013-02-01,115.87,183.64
2013-03-01,119.93999999999998,176.45
2013-04-01,119.93999999999998,169.75
2013-05-01,119.93999999999998,166.99
2013-06-01,119.93999999999998,169.56
2013-07-01,119.93999999999998,174.47
2013-08-01,120.95,174.29
2013-09-01,120.95,173.60000000000002
2013-10-01,120.95,167.88000000000002
2013-11-01,120.95,168.31
2013-12-01,120.95,172.01
2014-01-01,128.61,169.17
2014-02-01,128.61,170.14
2014-03-01,128.61,169.62000000000006
2014-04-01,128.61,165.79000000000002
2014-05-01,128.61,164.01
2014-06-01,128.61,163.09
2014-07-01,127.18999999999998,162.33
2014-08-01,127.18999999999998,155.94
2014-09-01,127.18999999999998,151.74000000000004
2014-10-01,127.18999999999998,142.28
2014-11-01,127.18999999999998,134.87
2014-12-01,127.18999999999998,114.31000000000003
2015-01-01,119.11,94.13
2015-02-01,119.11,100.36
2015-03-01,104.62,105.83
2015-04-01,104.62,103.84
2015-05-01,91.79,111.89
2015-06-01,91.79,113.11000000000001
2015-07-01,91.79,106.01
2015-08-01,91.79,98.07
2015-09-01,96.34,95.30000000000001
2015-10-01,96.34,94.17
2015-11-01,96.34,91.81
2015-12-01,96.34,85.5
2016-01-01,86.54,75.08
2016-02-01,86.54,72.07
2016-03-01,77.11,77.2
2016-04-01,77.11,79.31
2016-05-01,70.93,85.79
2016-06-01,70.93,90.34999999999998
2016-07-01,70.93,87.54
2016-08-01,70.93,82.75
2016-09-01,70.93,84.17
2016-10-01,70.93,90.68
2016-11-01,76.09,91.62
2016-12-01,76.09,99.17
2017-01-01,76.09,106.13000000000001
2017-02-01,76.09,103.73
2017-03-01,78.88,99.84
2017-04-01,78.88,100.65999999999998
2017-05-01,82.89,96.17
2017-06-01,82.89,91.36000000000001
2017-07-01,82.89,93.03
2017-08-01,82.89,96.71999999999998
2017-09-01,82.89,102.15
2017-10-01,82.89,104.61000000000001
2017-11-01,73.95,109.78
2017-12-01,73.95,111.29999999999998
2018-01-01,73.95,113.2
2018-02-01,73.95,111.85
2018-03-01,73.95,110.61
2018-04-01,73.95,114.73000000000003
2018-05-01,76.41,122.90000000000002
2018-06-01,76.41,123.0
2018-07-01,80.13,127.34000000000002
2018-08-01,80.13,127.81000000000002
2018-09-01,80.13,133.3
2018-10-01,80.13,136.55000000000004
2018-11-01,80.13,121.36
2018-12-01,80.13,108.48
2019-01-01,80.13,103.66000000000001
2019-02-01,80.13,108.20999999999998
2019-03-01,80.13,115.77000000000002
2019-04-01,80.13,120.98999999999998
2019-05-01,80.13,123.45
2019-06-01,80.13,115.00999999999999
2019-07-01,84.7,116.15000000000002
2019-08-01,84.7,115.29
2019-09-01,84.7,115.88
2019-10-01,84.7,116.43000000000002
2019-11-01,84.7,117.19000000000001
2019-12-01,84.7,120.12000000000002
2020-01-01,84.7,119.47000000000001
2020-02-01,84.7,110.13
2020-03-01,84.7,86.34
2020-04-01,84.7,63.83
2020-05-01,84.7,63.69
2020-06-01,84.7,78.99
2020-07-01,70.98,83.16
2020-08-01,72.93,84.71
2020-09-01,65.24,81.26
2020-10-01,59.16,78.13
2020-11-01,58.72,78.64
2020-12-01,63.87,88.53
2021-01-01,76.48465915149914,174.49933810599197
2021-02-01,72.4278223831881,175.6210520549044
2021-03-01,69.95135073972452,176.63316794012124
2021-04-01,69.98868951536633,178.4595818704003
2021-05-01,69.96935666265965,180.08086701365207
2021-06-01,70.94940032481516,180.92802616229844
2021-07-01,71.88431773199008,180.62808909762904
2021-08-01,74.12487078030313,187.5091044702934
2021-09-01,76.16256984140352,192.7501019882341
2021-10-01,79.81763906248466,196.597918957937
2021-11-01,82.35500589874668,194.48954770289657
2021-12-01,82.63787487570058,187.16210668288775
2022-01-01,82.75225429426521,184.30689956478327
2022-02-01,80.93940075198476,183.74491313298137
2022-03-01,81.90799763679502,184.63904651438705
2022-04-01,83.00346651809782,187.5464070885747
2022-05-01,82.58040644690813,182.666500136632
2022-06-01,81.43326441423524,179.70258020518395
2022-07-01,81.83379720190622,177.582588767362
2022-08-01,80.83682795612717,180.55900904429794
2022-09-01,80.9600010957202,178.97080377339546
2022-10-01,82.8075323250631,180.39427616413832
2022-11-01,83.83194620548763,177.18098527864524
2022-12-01,83.76781983427607,169.17789473422366
2023-01-01,87.43732202710815,168.919986710692
2023-02-01,86.5665797871397,169.26837342537405
2023-03-01,86.36049120780235,171.0704582339099
2023-04-01,86.43733987965047,172.96834341099967
2023-05-01,86.86058951223609,172.0973689928259
2023-06-01,88.74169640222097,170.70985608189923
2023-07-01,90.66326581474934,168.88521265232419
2023-08-01,91.72357105710607,170.2976245013126
2023-09-01,92.65594002818372,170.2171837351307
2023-10-01,94.55782718458494,170.72663513742185
2023-11-01,95.46577325818453,167.8544352826753
2023-12-01,94.22322079816064,162.49530771919808
2024-01-01,95.31977242845379,161.16540222054624
2024-02-01,98.86685812082405,160.7140415568716
2024-03-01,98.92447835937851,159.63338490876797
2024-04-01,99.59963821941145,151.7727433563348
2024-05-01,100.39198236408788,139.71258606216503
2024-06-01,99.72800020060511,132.41400725621918
2024-07-01,100.0771321306061,119.15452016223075
2024-08-01,99.87802680032071,102.4047270288199
2024-09-01,99.91534951143747,101.45907233130943
2024-10-01,100.32204706060764,104.26591740230069
2024-11-01,99.96264507972343,107.73579797513311
2024-12-01,98.80960254698893,112.1714491606229
2025-01-01,99.4435472614784,114.29358758493076
2025-02-01,102.1544422944208,110.03146836284087
2025-03-01,104.20302908739367,102.05224475934834
2025-04-01,105.1739978993319,96.083160465675
2025-05-01,106.30966022238312,92.79480263977193
2025-06-01,107.73917805108997,92.84452483716561
2025-07-01,109.13212659490628,95.36373238595904
2025-08-01,109.46461728337765,77.15609011676898
2025-09-01,109.69553519267757,75.06845610560676
2025-10-01,111.32899216726618,75.79267229588326
2025-11-01,112.9189656853701,80.23129339455113
2025-12-01,112.88756596465011,85.32120945766
2026-01-01,111.57521314315665,87.46160617047809
2026-02-01,116.07892523947432,88.98699173608483
2026-03-01,115.72609043644253,88.35549788871296
2026-04-01,115.0166520927954,88.44272303043743
2026-05-01,115.74393169799562,89.77276716743462
2026-06-01,116.76000969635652,93.25282875527088
2026-07-01,116.27121760467358,103.14669147112508
2026-08-01,115.61825891830021,105.89498155582963
2026-09-01,115.8997254622147,104.55258143529133
2026-10-01,115.33405176640724,101.70520086515353
2026-11-01,116.23562825581288,98.9455400512957
2026-12-01,114.60488618596267,92.55473063015728
2027-01-01,113.24257590437762,92.92608679326891
2027-02-01,116.85346989036289,92.766914073905
2027-03-01,117.65723591237067,92.30550721783757
2027-04-01,118.88386200223096,94.99269674452658
2027-05-01,121.0800335871074,103.0058667100269
2027-06-01,122.70826637814021,110.24667514004652
2027-07-01,121.64686392872056,109.93627024434686
2027-08-01,120.51729648648444,109.09856457736909
2027-09-01,120.66696324083827,109.61762336261123
2027-10-01,121.64913545256677,111.16735840054399
2027-11-01,122.46412093888998,116.51948599949203
2027-12-01,120.12004648451341,122.59087378584792
2028-01-01,120.47758650998558,85.57883280221792
2028-02-01,120.0923613938653,85.28467077734852
2028-03-01,121.17875296097361,82.1821977270744
2028-04-01,121.38031944506163,83.59583028667448
2028-05-01,122.65885820275838,85.1169002879152
2028-06-01,126.66863065593257,87.53294847338738
2028-07-01,129.55550498308347,86.59530370731623
2028-08-01,128.71693518787018,92.83502238320942
2028-09-01,129.30711069725427,90.75621346764709
2028-10-01,127.89784685843148,99.33433319078743
2028-11-01,127.7817192834284,100.64046008566675
2028-12-01,127.74978004238012,101.43491984083046
2029-01-01,126.7928949652864,97.39833968925181
2029-02-01,127.02014781477187,93.77907879409256
2029-03-01,127.71023500169106,94.15352679943184
2029-04-01,127.53086862496494,98.95885985216623
2029-05-01,127.2183559768991,101.88871526251795
2029-06-01,119.39535926210873,104.98699557398426
2029-07-01,116.88676632062385,104.56399194403427
2029-08-01,105.84234244334812,106.62127184129639
2029-09-01,101.51249632009343,105.49671371939621
2029-10-01,94.42411814142265,107.8726092276184
2029-11-01,91.30875798086636,103.98701412111672
2029-12-01,91.71359409803684,99.34844145881378
2030-01-01,92.69649257711892,97.96322083146676
2030-02-01,96.12737268309692,99.8440688887394
2030-03-01,97.19700142601796,97.46905324298388
2030-04-01,98.31004047828483,97.71246127039845
2030-05-01,96.46120267960929,100.39515572156861
2030-06-01,88.10786855637234,102.24937227027152
2030-07-01,87.44869952070522,103.37220958088851
2030-08-01,78.60616753299173,104.99736481980362
2030-09-01,77.67432744177097,107.8160748144328
2030-10-01,71.09522519524964,110.86416620432037
2030-11-01,70.356023349254,114.31507240852521
2030-12-01,70.81955493829486,119.74328946878286
2031-01-01,70.84537483697024,119.48255807789592
2031-02-01,71.82179975067262,128.25433133223794
2031-03-01,72.48036348878632,130.17376318430263
2031-04-01,76.31507181554635,131.98253455096068
2031-05-01,77.34435231910936,136.14461403905372
2031-06-01,74.5410370403458,142.82685675649338
2031-07-01,77.32975001538355,159.7597378125969
2031-08-01,77.95824357854026,168.03706528725553
2031-09-01,78.45021215858453,169.4285723733743
2031-10-01,82.56886660713134,163.64393343521098
2031-11-01,83.21901614953227,157.34538261928793
2031-12-01,83.69566038662916,147.7472483650426
2032-01-01,83.96100540275539,125.71252482749092
2032-02-01,83.42069457768568,110.50332704756647
2032-03-01,81.39994517738658,108.80728065964396
2032-04-01,75.93907648761504,111.64571457597998
2032-05-01,74.35613502958759,114.87208338920547
2032-06-01,73.9570656309841,115.64975496777787
2032-07-01,75.80522217006191,112.69198969405399
2032-08-01,76.62227631591294,122.64454748608122
2032-09-01,75.48643345793167,124.6324488161938
2032-10-01,76.64571700339918,129.3792968055389
2032-11-01,78.74497737443824,128.92151331428397
2032-12-01,80.73163670838326,125.04698152408797
2033-01-01,81.06840763541273,129.2002410264045
2033-02-01,81.14045783438046,131.86781379874645
2033-03-01,80.89177989028559,134.7443002143585
2033-04-01,81.71983483940963,130.52110211951134
2033-05-01,81.80530293391163,136.18533593192976
2033-06-01,80.3966440927921,138.40756698327996
2033-07-01,81.07002482735695,136.73694934095997
2033-08-01,80.91418269636586,134.57886123212953
2033-09-01,81.39613688026304,134.40397964572293
2033-10-01,82.01216477209145,135.55614691955472
2033-11-01,83.56800017409256,135.47870643765006
2033-12-01,84.8264081904356,136.65609373088895
2034-01-01,85.15468656090654,142.9434374155911
2034-02-01,85.3853800912009,152.13113102202988
2034-03-01,85.20981301609307,162.10299793281314
2034-04-01,85.41204676677069,168.94556356383222
2034-05-01,85.93425063926836,179.9090681785475
2034-06-01,85.08412581770844,185.17184691893615
2034-07-01,86.07439501389405,178.39596769284162
2034-08-01,83.799259021917,176.29084453915016
2034-09-01,86.81295717951619,176.09115624597723
2034-10-01,88.76529366342122,176.47715316029812
2034-11-01,81.52275701249238,180.50767205550545
2034-12-01,77.0978690783959,177.03298447781617
