YEAR,MONTH,CIVIL,IND
2032,12,1789008.763086559,1275058.1830661132
2033,1,1992304.927781106,1261282.2864363736
2033,2,1666990.5828518097,1071090.6281319892
2033,3,1393754.744206239,1114182.2878380688
2033,4,940316.540344832,918179.1942414842
2033,5,623725.2189262459,848463.1413600708
2033,6,490795.01218438504,839568.4450276339
2033,7,474102.7498561939,874697.9389018004
2033,8,452110.3808143686,835317.1749106155
2033,9,457473.94635484135,889916.5128608444
2033,10,665776.3555769507,1029915.9851140762
2033,11,1158748.4933942014,1179397.053962799
2033,12,1867826.128065833,1369269.4061498833
2034,1,2018121.498634849,1311363.1778952212
2034,2,1663858.4224087142,1088706.6345910707
2034,3,1395452.9234239464,1151964.9247701243
2034,4,954416.9430509877,936176.4221685895
2034,5,632509.0771904136,876173.50946805
2034,6,496951.2996359684,847023.5789204629
2034,7,480198.73414275935,866230.296040879
2034,8,460938.75857547496,830315.3931472282
2034,9,468639.8920115675,903108.3064749424
2034,10,693962.4073057523,1036539.643142317
2034,11,1156484.5188507964,1216670.5453075948
2034,12,1830424.279629656,1323572.1848240115
