YEAR,MONTH,CIVIL,IND
2031,4,950824.6465316924,843740.4641550216
2031,5,651470.7683505926,792066.4310600455
2031,6,521232.7853492919,773442.6909732529
2031,7,509692.67449086276,801953.8921566737
2031,8,496574.0093815756,774799.9299303163
2031,9,503970.6736687718,800675.2574714755
2031,10,698090.1102041439,1001725.5936524596
2031,11,1100803.4184345147,1061770.3428116406
2031,12,1776096.9048313124,1258470.1796426373
2032,1,1933390.2744882628,1215004.2340452122
2032,2,1714501.147146446,1083513.7935344398
2032,3,1355253.4385896677,1058617.5018644729
2032,4,916972.8220387774,882488.4171332113
2032,5,664841.7781218132,850132.1485980356
2032,6,536873.7728604226,834494.441278392
2032,7,522383.35563663,871009.2887843869
2032,8,499586.84885122033,859714.5316692735
2032,9,505137.2546867218,907609.5084981777
2032,10,711482.648307361,1065030.030184608
2032,11,1182634.6315820334,1155699.0861236723
2032,12,1797256.4440700335,1270317.6578298663
2033,1,1941897.8294045448,1256205.1172228698
2033,2,1670678.611055602,1068674.2320450344
2033,3,1393974.8259970474,1111251.0595875476
2033,4,951616.8032003322,918107.7549779804
2033,5,666794.0253197243,849215.3088037729
2033,6,539709.4654494739,840783.755591381
2033,7,525634.0709014103,875297.3820519105
2033,8,506298.0208325335,836363.594226669
2033,9,513245.61890372745,890211.0197058225
2033,10,723095.5879292419,1028396.6244391868
2033,11,1145262.7332315296,1175372.7299626383
2033,12,1820293.9773317324,1362709.520560926
2034,1,1981190.7049889646,1305424.7729831282
2034,2,1686502.80240882,1086163.3032679681
2034,3,1404194.5312352094,1148748.8909918352
2034,4,965293.7804056647,936248.3497715333
2034,5,670053.7725035839,876869.9500515303
2034,6,542402.7102463417,848323.2710007469
2034,7,531116.4034455563,867494.6038725561
2034,8,513656.5640216954,832002.8158135632
2034,9,521068.52431591804,903454.3687435886
2034,10,736489.8497274398,1035428.6283091281
2034,11,1139186.9333505477,1212352.6280643817
2034,12,1799948.4724283754,1318599.7074319017
