YEAR,MONTH,CIVIL,IND
2025,10,644001.6238558926,777418.777027612
2025,11,1145807.8968594754,891233.35848254
2025,12,1767754.0309646288,1035565.4746825994
2026,1,1986553.87641598,992518.0021010337
2026,2,1705085.3706301348,824670.3533389895
2026,3,1383838.4974217722,873039.7821562903
2026,4,917634.1028454923,709574.0858458104
2026,5,601426.756508634,665094.2645097346
2026,6,457597.170182804,643092.4202131203
2026,7,443970.62576789065,658462.106131846
2026,8,424365.38954780524,631511.4093142624
2026,9,432073.58108382835,687335.6149679577
2026,10,646065.0746597779,790681.1834611113
2026,11,1137951.146145451,928112.5086763905
2026,12,1865094.1684061498,1012130.3824941575
2027,1,2006976.6723088014,1041137.210239902
2027,2,1703986.6863486494,800390.3733559235
2027,3,1404023.5245268117,894692.4405509437
2027,4,917428.9892021782,730329.1609555467
2027,5,607064.151945008,686410.8241217168
2027,6,463522.4265947526,669553.4345348724
2027,7,451267.3104906786,694703.5707610539
2027,8,436228.7166566029,671232.9861733561
2027,9,441098.2259775368,694682.4179896056
2027,10,664761.40887916,872380.8078396367
2027,11,1102667.5853723942,925538.2714284502
2027,12,1799821.6309732352,1099975.6701037139
2028,1,1972410.908749245,1061683.5557423227
2028,2,1755471.0592980369,945807.7744081627
2028,3,1388710.4153808642,923593.1683941087
2028,4,889898.7405378628,768619.2411559945
2028,5,610079.432376613,740503.7224258413
2028,6,469288.6556248972,726567.2857104958
2028,7,454784.16793550143,759324.080812048
2028,8,431378.5433643357,749573.2962331303
2028,9,438286.31446975213,792505.8419726514
2028,10,670344.7075036843,932011.871205207
2028,11,1162168.4538964296,1013613.4953272064
2028,12,1814213.2460432856,1115108.7168566217
2029,1,2053960.0609867119,1103214.3044676955
2029,2,1699347.923810574,937516.180911222
2029,3,1397989.2896928051,974748.5465082603
2029,4,913918.144079756,803410.788346045
2029,5,609789.7880658198,743027.9568585558
2029,6,468983.5378183713,735295.2887431028
2029,7,454997.2411130652,766277.8127130312
2029,8,434022.37715180486,731939.5376496211
2029,9,439654.55730802356,780395.86118516
2029,10,662904.3363020717,903541.8689966771
2029,11,1148977.7348444983,1035302.5912627813
2029,12,1834382.748709027,1202401.2074623012
2030,1,2011577.1963603566,1151778.8261016866
2030,2,1701277.258441377,956837.4063496768
2030,3,1436460.0694230432,1012550.2025663229
2030,4,936425.3422942939,822654.3030575488
2030,5,621802.9336310407,770832.3926608172
2030,6,474566.0495240261,744962.8094712119
2030,7,464135.1400732032,762218.7826342856
2030,8,445716.28489868785,730860.8125089614
2030,9,457058.63036115514,795319.2936790783
2030,10,666222.2866380932,913552.0648616261
2030,11,1157188.5325372852,1072347.8835151265
2030,12,1853281.0419528715,1167854.7325775526
2031,1,1999490.787238678,1202019.2756681954
2031,2,1712712.232285844,923136.1059894179
2031,3,1395493.0273512658,1031809.029357037
2031,4,935846.7043776423,842141.1563636889
2031,5,625877.9845455522,791259.5414339697
2031,6,482021.16175819293,771608.6862608449
2031,7,471543.01322664286,800178.0498073976
2031,8,453816.9448346986,773073.6863819754
2031,9,461211.1216718144,799572.0025620768
2031,10,669908.2701687898,1003405.1129331333
2031,11,1105880.0930570841,1063524.9664809653
2031,12,1828941.5257693068,1263487.221730145
2032,1,2020129.8514499506,1219535.7255339585
2032,2,1777401.5768420491,1087144.591298453
2032,3,1347445.6733273952,1060384.0562113859
2032,4,905132.5251477459,882138.8472933236
2032,5,630402.1592980549,849910.6576456308
2032,6,488903.2056097912,833560.1684988706
2032,7,474573.5498643426,870778.5998370879
2032,8,450206.64710648067,859593.7547923403
2032,9,457240.2362708485,908289.3593962663
2032,10,687777.152927242,1067659.8187742373
2032,11,1181119.2126069677,1159898.777096251
2032,12,1820560.0606284454,1274985.0006940726
2033,1,2001553.4212195328,1260992.17358326
2033,2,1709292.094028114,1071639.91482457
2033,3,1384458.504879084,1113980.4922657057
2033,4,932939.2090018683,917894.7637168863
2033,5,629187.3700696635,848596.3355493892
2033,6,487399.6424634012,839556.9273426728
2033,7,473766.21732941415,874573.5321117976
2033,8,454028.4845886924,835168.1415500524
2033,9,457562.3346697554,890092.3405020167
2033,10,680998.7004545565,1029664.9609657256
2033,11,1167928.4935551106,1179371.8240430355
2033,12,1893301.782401463,1369236.940241998
2034,1,2044815.432380144,1311039.6501023418
2034,2,1716942.8508179598,1089004.4593603949
2034,3,1412029.5233446318,1152060.6229763327
2034,4,957285.3331235986,935734.520269291
2034,5,639478.2430840096,876570.520811897
2034,6,493726.08380000223,846833.198729312
2034,7,480984.1717889053,865975.4591367368
2034,8,463442.8944440086,830210.2157036704
2034,9,470065.71076868125,903302.9723901913
2034,10,709365.9640549192,1036422.9462621576
2034,11,1161612.8613480064,1216583.2583538701
2034,12,1861626.8061198269,1323579.082660956
