date,GAS_PRICE,OIL_PRICE
2006-09-01,82.68,106.38
2006-10-01,82.68,100.38000000000001
2006-11-01,76.69,98.3
2006-12-01,76.69,98.47
2007-01-01,73.6,97.08
2007-02-01,73.6,97.25000000000001
2007-03-01,71.55,100.61
2007-04-01,71.55,103.96
2007-05-01,74.89,107.27000000000001
2007-06-01,74.89,108.09
2007-07-01,74.89,109.95
2007-08-01,74.89,109.85
2007-09-01,83.24,112.46
2007-10-01,83.24,115.19999999999999
2007-11-01,85.65,122.21
2007-12-01,85.65,127.47
2008-01-01,83.24,128.93
2008-02-01,83.24,129.37
2008-03-01,83.24,133.60000000000005
2008-04-01,83.24,141.35
2008-05-01,83.24,155.7
2008-06-01,83.24,169.09
2008-07-01,83.24,173.66
2008-08-01,83.24,163.44000000000005
2008-09-01,83.24,158.03
2008-10-01,83.24,146.95
2008-11-01,86.52,123.5
2008-12-01,89.36,110.87
2009-01-01,88.12,108.25
2009-02-01,88.12,112.74
2009-03-01,88.12,114.0
2009-04-01,89.36,116.29000000000002
2009-05-01,89.36,114.22000000000001
2009-06-01,90.34,122.97000000000001
2009-07-01,96.46,125.52
2009-08-01,96.46,131.19
2009-09-01,96.46,129.60000000000002
2009-10-01,96.46,126.06
2009-11-01,96.46,131.97000000000003
2009-12-01,96.46,132.41
2010-01-01,98.43,134.87
2010-02-01,98.43,131.36
2010-03-01,98.43,136.73000000000002
2010-04-01,98.43,140.34000000000003
2010-05-01,98.43,139.13
2010-06-01,98.43,136.68
2010-07-01,98.43,135.03000000000003
2010-08-01,98.43,136.34000000000003
2010-09-01,102.41,134.65000000000003
2010-10-01,102.41,138.88
2010-11-01,96.84,143.15
2010-12-01,96.84,153.5
2011-01-01,102.22,160.24
2011-02-01,102.22,164.03
2011-03-01,102.22,179.88
2011-04-01,102.22,184.78
2011-05-01,108.22,179.36
2011-06-01,108.22,174.18000000000004
2011-07-01,108.22,175.92
2011-08-01,108.22,173.9
2011-09-01,108.22,178.29
2011-10-01,114.52,179.36
2011-11-01,114.52,177.85
2011-12-01,114.52,179.35
2012-01-01,114.52,185.95
2012-02-01,114.52,191.89
2012-03-01,114.52,198.14
2012-04-01,114.52,198.45
2012-05-01,114.52,186.35
2012-06-01,114.52,171.1
2012-07-01,114.52,171.44
2012-08-01,114.52,182.28
2012-09-01,114.52,188.12
2012-10-01,114.52,183.08999999999997
2012-11-01,114.52,176.76
2012-12-01,114.52,174.34
2013-01-01,114.52,174.1
2013-02-01,115.87,183.64
2013-03-01,119.93999999999998,176.45
2013-04-01,119.93999999999998,169.75
2013-05-01,119.93999999999998,166.99
2013-06-01,119.93999999999998,169.56
2013-07-01,119.93999999999998,174.47
2013-08-01,120.95,174.29
2013-09-01,120.95,173.60000000000002
2013-10-01,120.95,167.88000000000002
2013-11-01,120.95,168.31
2013-12-01,120.95,172.01
2014-01-01,128.61,169.17
2014-02-01,128.61,170.14
2014-03-01,128.61,169.62000000000006
2014-04-01,128.61,165.79000000000002
2014-05-01,128.61,164.01
2014-06-01,128.61,163.09
2014-07-01,127.18999999999998,162.33
2014-08-01,127.18999999999998,155.94
2014-09-01,127.18999999999998,151.74000000000004
2014-10-01,127.18999999999998,142.28
2014-11-01,127.18999999999998,134.87
2014-12-01,127.18999999999998,114.31000000000003
2015-01-01,119.11,94.13
2015-02-01,119.11,100.36
2015-03-01,104.62,105.83
2015-04-01,104.62,103.84
2015-05-01,91.79,111.89
2015-06-01,91.79,113.11000000000001
2015-07-01,91.79,106.01
2015-08-01,91.79,98.07
2015-09-01,96.34,95.30000000000001
2015-10-01,96.34,94.17
2015-11-01,96.34,91.81
2015-12-01,96.34,85.5
2016-01-01,86.54,75.08
2016-02-01,86.54,72.07
2016-03-01,77.11,77.2
2016-04-01,77.11,79.31
2016-05-01,70.93,85.79
2016-06-01,70.93,90.34999999999998
2016-07-01,70.93,87.54
2016-08-01,70.93,82.75
2016-09-01,70.93,84.17
2016-10-01,70.93,90.68
2016-11-01,76.09,91.62
2016-12-01,76.09,99.17
2017-01-01,76.09,106.13000000000001
2017-02-01,76.09,103.73
2017-03-01,78.88,99.84
2017-04-01,78.88,100.65999999999998
2017-05-01,82.89,96.17
2017-06-01,82.89,91.36000000000001
2017-07-01,82.89,93.03
2017-08-01,82.89,96.71999999999998
2017-09-01,82.89,102.15
2017-10-01,82.89,104.61000000000001
2017-11-01,73.95,109.78
2017-12-01,73.95,111.29999999999998
2018-01-01,73.95,113.2
2018-02-01,73.95,111.85
2018-03-01,73.95,110.61
2018-04-01,73.95,114.73000000000003
2018-05-01,76.41,122.90000000000002
2018-06-01,76.41,123.0
2018-07-01,80.13,127.34000000000002
2018-08-01,80.13,127.81000000000002
2018-09-01,80.13,133.3
2018-10-01,80.13,136.55000000000004
2018-11-01,80.13,121.36
2018-12-01,80.13,108.48
2019-01-01,80.13,103.66000000000001
2019-02-01,80.13,108.20999999999998
2019-03-01,80.13,115.77000000000002
2019-04-01,80.13,120.98999999999998
2019-05-01,80.13,123.45
2019-06-01,80.13,115.00999999999999
2019-07-01,84.7,116.15000000000002
2019-08-01,84.7,115.29
2019-09-01,84.7,115.88
2019-10-01,84.7,116.43000000000002
2019-11-01,84.7,117.19000000000001
2019-12-01,84.7,120.12000000000002
2020-01-01,84.7,119.47000000000001
2020-02-01,84.7,110.13
2020-03-01,84.7,86.34
2020-04-01,84.7,63.83
2020-05-01,84.7,63.69
2020-06-01,84.7,78.99
2020-07-01,70.98,83.16
2020-08-01,72.93,84.71
2020-09-01,65.24,81.26
2020-10-01,59.16,78.13
2020-11-01,58.72,78.64
2020-12-01,63.87,88.53
2021-01-01,83.54327150917008,179.80302559426303
2021-02-01,82.85181017231292,179.87425263408005
2021-03-01,79.50324345506264,176.72691289981182
2021-04-01,78.11724803931376,177.24889517346503
2021-05-01,75.91500316032781,179.09390444878204
2021-06-01,74.89813478733302,176.90060512405128
2021-07-01,74.33418361022719,172.58010516753995
2021-08-01,75.58039315938538,169.77641554980602
2021-09-01,76.96135204531204,167.9001121657808
2021-10-01,78.63670329324182,170.34883674294102
2021-11-01,78.96066693180107,177.74572921441717
2021-12-01,81.98836684931426,177.87390227256788
2022-01-01,84.60506272009664,169.4162407600342
2022-02-01,85.46928115643037,168.9977717258179
2022-03-01,86.25283559620965,171.67159409938262
2022-04-01,83.32834824426536,169.09930078343132
2022-05-01,83.80048624279857,170.14895331863173
2022-06-01,83.73317989884757,168.31699894218409
2022-07-01,82.5879254478715,167.60120789318873
2022-08-01,82.97905245610855,163.70477846881076
2022-09-01,83.34571238942358,161.76686878298958
2022-10-01,82.85274512767253,163.11575628775262
2022-11-01,85.1142093682813,153.71613243657615
2022-12-01,86.23968115984847,153.3921969471341
2023-01-01,88.56295928328363,142.85090540060506
2023-02-01,89.23920671166445,128.6254995162782
2023-03-01,88.27819308591788,112.85080503492894
2023-04-01,89.42514555719484,95.4600294359245
2023-05-01,87.1194878080929,94.66978259995906
2023-06-01,85.97237629801766,99.57084255182704
2023-07-01,87.94583492977843,101.98907178065421
2023-08-01,89.78525437718253,107.58035513602391
2023-09-01,91.03339729193401,112.23016440774917
2023-10-01,94.86336481287822,107.15778164363813
2023-11-01,94.16397161676315,96.52698886988901
2023-12-01,96.77302238006028,92.59554626779527
2024-01-01,96.99031757209298,92.4127859510491
2024-02-01,96.07926461934305,92.7720621353989
2024-03-01,95.35942449570705,86.73405884417872
2024-04-01,96.74135438177146,73.74663996361988
2024-05-01,97.19701820983586,75.59672416552384
2024-06-01,97.27170861273957,75.18298155416396
2024-07-01,97.10220538281781,82.18061085394586
2024-08-01,98.52865488723451,89.42879780113262
2024-09-01,99.17708819689302,89.59514855262522
2024-10-01,99.61961766925258,91.02981757964503
2024-11-01,100.14074283056262,86.13697147277274
2024-12-01,99.40569120812901,89.69495035452309
2025-01-01,99.19318003166495,91.87566729547905
2025-02-01,98.7311016387364,96.13563889512731
2025-03-01,99.75733723630493,102.6161476436903
2025-04-01,102.51134463520266,106.58663617766264
2025-05-01,104.12367675931198,110.18316287897972
2025-06-01,106.08743643405612,105.16262322456402
2025-07-01,107.67928950159434,95.96916731204928
2025-08-01,109.54944761451138,93.9400386826282
2025-09-01,108.6038607521985,94.78287587625138
2025-10-01,108.17885125089042,95.45614056674164
2025-11-01,109.732493239075,94.79436378024472
2025-12-01,110.75299219473773,99.35648477549776
2026-01-01,111.06372187753664,105.07887739654349
2026-02-01,111.11599262923968,111.856348367941
2026-03-01,112.46027530078078,115.32852664876326
2026-04-01,113.47557577612781,111.54836264777227
2026-05-01,114.38830747174855,114.27232249781112
2026-06-01,115.04470717939387,114.20729475428102
2026-07-01,113.33460635565193,117.02233109384015
2026-08-01,114.60967341443632,123.15734116160112
2026-09-01,115.01876618429583,126.0213041179574
2026-10-01,114.90621490868523,129.3808393791319
2026-11-01,115.94454548718596,133.72783070680947
2026-12-01,116.68141240095352,136.41008839694692
2027-01-01,116.04184831559128,133.61654863238678
2027-02-01,115.88713408745754,125.6327580719328
2027-03-01,115.86958841316593,114.11756013131443
2027-04-01,115.7453036084374,109.5740457693132
2027-05-01,119.43000123554197,113.06309722710353
2027-06-01,109.921897202665,118.73300617206229
2027-07-01,120.62753768338864,122.807695254608
2027-08-01,121.44278984082814,121.72303208551466
2027-09-01,120.7778598703657,119.5175325863924
2027-10-01,120.8493020262984,120.73063973077002
2027-11-01,122.01547730828524,122.34372994870856
2027-12-01,122.13242705086256,124.70470026899142
2028-01-01,65.04631598732135,127.22073846820716
2028-02-01,65.97901498710014,130.03224808073304
2028-03-01,68.04725781502928,131.37494816161265
2028-04-01,70.55641823088044,133.42793186937132
2028-05-01,68.82705376680195,142.10332387546728
2028-06-01,69.79686521845134,161.26682413340652
2028-07-01,71.7220660283965,167.70642390925428
2028-08-01,72.01756791093412,169.70747046640673
2028-09-01,74.30080148940388,166.52477103049387
2028-10-01,76.21897597851198,156.46693698708015
2028-11-01,83.44268113225384,143.06852262873772
2028-12-01,83.28869509928144,124.9134788681793
2029-01-01,81.12769215126703,111.28767189461573
2029-02-01,78.20323930805971,108.49712813529011
2029-03-01,75.16487602892728,111.07243592053186
2029-04-01,74.26934259960821,115.40822665767472
2029-05-01,72.54082803295564,118.26884536945686
2029-06-01,72.43419365451794,119.03637900330415
2029-07-01,72.66398625668371,123.22554137181592
2029-08-01,73.7065059574327,126.43843653630302
2029-09-01,75.55629541634381,130.92875030785092
2029-10-01,77.21184605113572,130.67865804123758
2029-11-01,83.30607201325678,128.56336517396375
2029-12-01,84.40916632956508,131.3381412100935
2030-01-01,85.46171513706597,132.67226013252326
2030-02-01,85.10830963190557,134.77096773471195
2030-03-01,84.10044069318808,132.36269421962163
2030-04-01,83.93992900190148,136.5415144267321
2030-05-01,83.72624956697884,140.81631924386573
2030-06-01,84.14384809427686,139.5515410562954
2030-07-01,83.4958373800758,136.7401645139078
2030-08-01,83.07564833053968,136.8158926154047
2030-09-01,83.45139614853606,136.05253265804402
2030-10-01,83.21841643102306,134.85501085438216
2030-11-01,84.45190816266033,137.3273644811083
2030-12-01,83.54622353311585,142.12804258638747
2031-01-01,87.49921062644921,150.153592168599
2031-02-01,90.16333303024602,160.595165668721
2031-03-01,87.71458747777943,169.3496087988324
2031-04-01,87.64149392070503,180.25745011431965
2031-05-01,87.10889999047875,187.05554830457157
2031-06-01,89.24131007406571,182.53578996672533
2031-07-01,89.81364622273145,177.0096532642185
2031-08-01,91.92639767145516,175.84832653816892
2031-09-01,94.84030270885191,175.15061119930348
2031-10-01,95.6650346085764,181.33247774657906
2031-11-01,95.92663811029261,180.3355063214134
2031-12-01,96.32371145619143,180.05556157256373
2032-01-01,96.33218188911928,180.49873736617573
2032-02-01,95.03999847698482,181.47356194066387
2032-03-01,97.16836520528051,191.20817732371768
2032-04-01,96.52699074705309,199.76802465310945
2032-05-01,96.54511924942376,196.21195279481265
2032-06-01,97.00747137727814,184.75015666106427
2032-07-01,96.77732200846903,172.77478441232284
2032-08-01,97.27802892892761,172.56061362116827
2032-09-01,97.74225685651125,178.29719017637322
2032-10-01,98.09379567931217,184.43328557066494
2032-11-01,100.22603134365127,183.24794155012498
2032-12-01,99.43582018433713,176.07156599706494
2033-01-01,96.79457207208229,174.58355829976784
2033-02-01,97.9317919106416,175.53050032752472
2033-03-01,101.73246977422632,181.37135412529534
2033-04-01,101.87925625633592,173.369068188006
2033-05-01,102.17432605482772,171.2910548577891
2033-06-01,103.32225364957606,168.52318105780378
2033-07-01,106.00752359436102,168.22995416804918
2033-08-01,107.05149731738534,169.64302969738677
2033-09-01,107.26393679001862,172.09326134635842
2033-10-01,106.60984558299275,172.0183192292297
2033-11-01,109.4434004297894,167.63952569543767
2033-12-01,111.92771720222734,166.98187566100998
2034-01-01,112.9857697298129,169.05278528440581
2034-02-01,114.33857492998511,166.10040911587166
2034-03-01,115.48564469915989,169.97794360616155
2034-04-01,115.04641263542399,166.58315275546056
2034-05-01,115.82720198409469,165.7958899190555
2034-06-01,115.34535771247728,162.43711008633625
2034-07-01,114.80657031332248,160.0390419315705
2034-08-01,114.8480916080901,159.44216639730627
2034-09-01,114.55950386310056,155.6663273401702
2034-10-01,113.52266705857275,149.10753154251552
2034-11-01,114.0589396492993,138.5130691590324
2034-12-01,114.49786092964814,130.2434167100763
