date,GAS_PRICE,OIL_PRICE
2006-07-01,75.57,108.97999999999999
2006-08-01,75.57,109.87
2006-09-01,82.68,106.38
2006-10-01,82.68,100.38000000000001
2006-11-01,76.69,98.3
2006-12-01,76.69,98.47
2007-01-01,73.6,97.08
2007-02-01,73.6,97.25000000000001
2007-03-01,71.55,100.61
2007-04-01,71.55,103.96
2007-05-01,74.89,107.27000000000001
2007-06-01,74.89,108.09
2007-07-01,74.89,109.95
2007-08-01,74.89,109.85
2007-09-01,83.24,112.46
2007-10-01,83.24,115.19999999999999
2007-11-01,85.65,122.21
2007-12-01,85.65,127.47
2008-01-01,83.24,128.93
2008-02-01,83.24,129.37
2008-03-01,83.24,133.60000000000005
2008-04-01,83.24,141.35
2008-05-01,83.24,155.7
2008-06-01,83.24,169.09
2008-07-01,83.24,173.66
2008-08-01,83.24,163.44000000000005
2008-09-01,83.24,158.03
2008-10-01,83.24,146.95
2008-11-01,86.52,123.5
2008-12-01,89.36,110.87
2009-01-01,88.12,108.25
2009-02-01,88.12,112.74
2009-03-01,88.12,114.0
2009-04-01,89.36,116.29000000000002
2009-05-01,89.36,114.22000000000001
2009-06-01,90.34,122.97000000000001
2009-07-01,96.46,125.52
2009-08-01,96.46,131.19
2009-09-01,96.46,129.60000000000002
2009-10-01,96.46,126.06
2009-11-01,96.46,131.97000000000003
2009-12-01,96.46,132.41
2010-01-01,98.43,134.87
2010-02-01,98.43,131.36
2010-03-01,98.43,136.73000000000002
2010-04-01,98.43,140.34000000000003
2010-05-01,98.43,139.13
2010-06-01,98.43,136.68
2010-07-01,98.43,135.03000000000003
2010-08-01,98.43,136.34000000000003
2010-09-01,102.41,134.65000000000003
2010-10-01,102.41,138.88
2010-11-01,96.84,143.15
2010-12-01,96.84,153.5
2011-01-01,102.22,160.24
2011-02-01,102.22,164.03
2011-03-01,102.22,179.88
2011-04-01,102.22,184.78
2011-05-01,108.22,179.36
2011-06-01,108.22,174.18000000000004
2011-07-01,108.22,175.92
2011-08-01,108.22,173.9
2011-09-01,108.22,178.29
2011-10-01,114.51999999999998,179.36
2011-11-01,114.51999999999998,177.85
2011-12-01,114.51999999999998,179.35
2012-01-01,114.51999999999998,185.95
2012-02-01,114.51999999999998,191.89
2012-03-01,114.51999999999998,198.14
2012-04-01,114.51999999999998,198.45
2012-05-01,114.51999999999998,186.35
2012-06-01,114.51999999999998,171.1
2012-07-01,114.51999999999998,171.44
2012-08-01,114.51999999999998,182.28
2012-09-01,114.51999999999998,188.12
2012-10-01,114.51999999999998,183.08999999999997
2012-11-01,114.51999999999998,176.76
2012-12-01,114.51999999999998,174.34
2013-01-01,114.51999999999998,174.1
2013-02-01,115.87,183.64
2013-03-01,119.94,176.45
2013-04-01,119.94,169.75
2013-05-01,119.94,166.99
2013-06-01,119.94,169.56
2013-07-01,119.94,174.47
2013-08-01,120.94999999999999,174.29
2013-09-01,120.94999999999999,173.60000000000002
2013-10-01,120.94999999999999,167.88000000000002
2013-11-01,120.94999999999999,168.31
2013-12-01,120.94999999999999,172.01
2014-01-01,128.61,169.17
2014-02-01,128.61,170.14
2014-03-01,128.61,169.62000000000006
2014-04-01,128.61,165.79000000000002
2014-05-01,128.61,164.01
2014-06-01,128.61,163.09
2014-07-01,127.19,162.33
2014-08-01,127.19,155.94
2014-09-01,127.19,151.74000000000004
2014-10-01,127.19,142.28
2014-11-01,127.19,134.87
2014-12-01,127.19,114.31000000000003
2015-01-01,119.11,94.13
2015-02-01,119.11,100.36
2015-03-01,104.62,105.83
2015-04-01,104.62,103.84
2015-05-01,91.79,111.89
2015-06-01,91.79,113.11000000000001
2015-07-01,91.79,106.01
2015-08-01,91.79,98.07
2015-09-01,96.34,95.30000000000001
2015-10-01,96.34,94.17
2015-11-01,96.34,91.81
2015-12-01,96.34,85.5
2016-01-01,86.54,75.08
2016-02-01,86.54,72.07
2016-03-01,77.11,77.2
2016-04-01,77.11,79.31
2016-05-01,70.93,85.79
2016-06-01,70.93,90.34999999999998
2016-07-01,70.93,87.54
2016-08-01,70.93,82.75
2016-09-01,70.93,84.17
2016-10-01,70.93,90.68
2016-11-01,76.09,91.62
2016-12-01,76.09,99.17
2017-01-01,76.09,106.13000000000001
2017-02-01,76.09,103.73
2017-03-01,78.88,99.84
2017-04-01,78.88,100.65999999999998
2017-05-01,82.89,96.17
2017-06-01,82.89,91.36000000000001
2017-07-01,82.89,93.03
2017-08-01,82.89,96.71999999999998
2017-09-01,82.89,102.15
2017-10-01,82.89,104.61000000000001
2017-11-01,73.95,109.78
2017-12-01,73.95,111.29999999999998
2018-01-01,73.95,113.2
2018-02-01,73.95,111.85
2018-03-01,73.95,110.61
2018-04-01,73.95,114.73000000000003
2018-05-01,76.41,122.90000000000002
2018-06-01,76.41,123.0
2018-07-01,80.13,127.34000000000002
2018-08-01,80.13,127.81000000000002
2018-09-01,80.13,133.3
2018-10-01,80.13,136.55000000000004
2018-11-01,80.13,121.36
2018-12-01,80.13,108.48
2019-01-01,80.13,103.66000000000001
2019-02-01,80.13,108.20999999999998
2019-03-01,80.13,115.77000000000002
2019-04-01,80.13,120.98999999999998
2019-05-01,80.13,123.45
2019-06-01,80.13,115.00999999999999
2019-07-01,84.7,116.15000000000002
2019-08-01,84.7,115.29
2019-09-01,84.7,115.88
2019-10-01,84.7,116.43000000000002
2019-11-01,84.7,117.19000000000001
2019-12-01,84.7,120.12000000000002
2020-01-01,84.7,119.47000000000001
2020-02-01,84.7,110.13
2020-03-01,84.7,86.34
2020-04-01,84.7,63.83
2020-05-01,84.7,63.69
2020-06-01,84.7,78.99
2020-07-01,70.98,83.16
2020-08-01,72.93,84.71
2020-09-01,65.24,81.26
2020-10-01,59.160000000000004,78.13
2020-11-01,58.72,78.64
2020-12-01,63.87,88.53
2021-01-01,85.30995881927763,100.29440807991506
2021-02-01,85.0537216120002,100.15046920268092
2021-03-01,87.54426116088231,102.13576267674037
2021-04-01,87.87502491290763,105.3560504264785
2021-05-01,86.82940746583091,105.88027317210742
2021-06-01,87.58008505180915,108.11388127777317
2021-07-01,88.93991497072199,109.55154502024386
2021-08-01,90.46328496784713,102.60364912657508
2021-09-01,93.00324381523069,98.80329790390293
2021-10-01,93.18014797185648,100.02750788108987
2021-11-01,95.99299651321468,99.21399714919991
2021-12-01,94.6932607697185,94.47733349793063
2022-01-01,97.11635983586518,96.55385354705855
2022-02-01,96.4851894648569,102.82962764214719
2022-03-01,97.83376457749918,106.09062092969057
2022-04-01,98.66611420898059,101.15782957006749
2022-05-01,98.59111215429033,106.88636782863688
2022-06-01,99.5989426254755,110.39857379796915
2022-07-01,98.62138414534977,112.92154874840432
2022-08-01,98.80763785557173,114.24788526359676
2022-09-01,99.25085328315217,110.95190105678753
2022-10-01,99.99940874536742,112.07558392458633
2022-11-01,101.04208638435463,117.70981956979959
2022-12-01,101.80652323606327,121.18890687348407
2023-01-01,101.82921919709533,122.78830114919498
2023-02-01,98.75634864635103,132.51488509518285
2023-03-01,97.61553282365436,139.92689041821444
2023-04-01,101.27532401107601,150.37707494934904
2023-05-01,103.19992479948687,162.37176441863554
2023-06-01,103.43055676024038,168.873160019658
2023-07-01,103.997885102131,170.2666458266379
2023-08-01,106.21606508636609,159.36436037937915
2023-09-01,108.65266799229443,140.72133138210484
2023-10-01,107.78140526171343,124.057958747453
2023-11-01,108.89523268227687,111.40703166592681
2023-12-01,110.81876999912744,109.20973408763061
2024-01-01,113.28605936086227,106.03089101522473
2024-02-01,114.91986975500262,113.9013555395956
2024-03-01,116.76708451320141,114.73444098832098
2024-04-01,116.26811072552324,115.61997116084592
2024-05-01,114.64990862394995,120.9300143905092
2024-06-01,115.22223945895024,126.56791568445023
2024-07-01,115.87145511098012,130.91955966412152
2024-08-01,116.25251849748128,127.61945828002864
2024-09-01,115.4881812458281,127.50873075898738
2024-10-01,115.22575116413262,129.05870237244525
2024-11-01,114.97016778302593,128.30343119280857
2024-12-01,115.12268117122379,130.14399895342837
2025-01-01,116.50735327171925,134.21874018434255
2025-02-01,115.43019473610184,137.4850519695108
2025-03-01,114.86191216142149,137.87530237684535
2025-04-01,115.93031874377571,135.2872551659802
2025-05-01,116.73346467511546,133.8714422258405
2025-06-01,119.74967243300001,134.32821614454124
2025-07-01,121.46108733489349,134.04774441232468
2025-08-01,122.06005636538032,134.15716440842075
2025-09-01,121.47270519943083,136.16602385736817
2025-10-01,122.68380331934944,142.11309502101486
2025-11-01,120.78718050781673,152.17775048002562
2025-12-01,121.13188344825335,159.52577102689588
2026-01-01,121.81404422831588,168.0130528127021
2026-02-01,120.3303825242817,180.21018479208556
2026-03-01,121.33220486308724,177.8170223936283
2026-04-01,125.71050763792084,173.4607512001917
2026-05-01,127.27958763470662,172.5283790736957
2026-06-01,128.0782579893593,172.13961171508308
2026-07-01,129.64228408655515,171.18389238246422
2026-08-01,128.63968422473582,176.26838883098984
2026-09-01,128.2905603269973,177.4756871558881
2026-10-01,126.65452338968099,173.4941872077401
2026-11-01,127.4271499362751,176.65620988750206
2026-12-01,127.17079224505957,176.7495020467252
2027-01-01,126.3988661117589,185.08757844705187
2027-02-01,124.41827402763673,187.8554205131751
2027-03-01,123.34479426826242,184.38241040228067
2027-04-01,119.45035498881748,176.6631392609471
2027-05-01,113.9047395636214,175.7776904907534
2027-06-01,106.49624968117922,175.66995450538448
2027-07-01,99.27629627797276,178.05054024366834
2027-08-01,94.34292721324158,183.51851289927734
2027-09-01,91.2184847176352,183.93831998431307
2027-10-01,90.53479941414267,179.79552131685378
2027-11-01,91.28102391376892,175.78505231408306
2027-12-01,92.78416867381922,178.28635262191963
2028-01-01,82.494565641587,110.58985029182686
2028-02-01,82.28114393535006,83.61400059652274
2028-03-01,83.05951734079562,60.45688385015853
2028-04-01,83.45307987826952,59.60515600364409
2028-05-01,83.58116021475684,71.91241059482225
2028-06-01,83.60066627765853,82.87668506295273
2028-07-01,84.24024826162109,81.7385662277006
2028-08-01,86.83755713279415,80.3503564897345
2028-09-01,89.38212121536358,76.84141568609878
2028-10-01,87.76665706033403,78.72453360303966
2028-11-01,87.12368637818086,89.39778311071923
2028-12-01,87.00869887814926,99.25133814287413
2029-01-01,86.42606660213784,99.83975448715468
2029-02-01,88.78674088415455,101.89136438471314
2029-03-01,91.8938847141844,103.10275829826638
2029-04-01,95.22943938382652,105.3827941591403
2029-05-01,96.62307051869871,108.04223052537264
2029-06-01,96.81527974770208,107.35216419798923
2029-07-01,96.67055085997491,102.79559583576894
2029-08-01,95.75798652355611,97.83905418478061
2029-09-01,96.37626614690697,97.88753847582076
2029-10-01,97.31326358842396,97.44595878680852
2029-11-01,98.73540788044632,90.44383140148894
2029-12-01,98.96774829911652,93.61694449353962
2030-01-01,99.14722675413451,98.81195173895217
2030-02-01,99.15046382022534,102.66610228431652
2030-03-01,98.2839804683872,103.63530804359623
2030-04-01,99.20082380154486,106.32588527658454
2030-05-01,100.1484344363128,109.39724543508882
2030-06-01,102.34698565827983,111.74413683326338
2030-07-01,102.67133630863839,109.22796125681732
2030-08-01,96.86540706489632,105.99360675149498
2030-09-01,96.26879892463486,108.33199083776873
2030-10-01,100.55979809758196,113.09391408909376
2030-11-01,102.56559720758663,118.53037946197747
2030-12-01,102.73680259838181,123.54449516705398
2031-01-01,103.10072132378515,130.52315145359913
2031-02-01,107.25665391409187,136.83393127924552
2031-03-01,108.84462703244915,147.13623615830429
2031-04-01,108.81489660357106,159.48421586188348
2031-05-01,108.92962699288451,170.73187917165555
2031-06-01,110.28449088937504,170.8210514007732
2031-07-01,113.35191111345027,164.13468784729986
2031-08-01,113.5052738633916,141.64915730295147
2031-09-01,114.2799880775263,121.30051455441753
2031-10-01,113.19890578955645,109.09343763482474
2031-11-01,114.61697002952681,106.74327826109375
2031-12-01,113.39599253533108,106.13035314166207
2032-01-01,114.2404655237234,112.29737985808617
2032-02-01,115.19446599207691,116.34525029009924
2032-03-01,114.68245317898948,114.65857015151524
2032-04-01,114.19759462968283,120.10699251738602
2032-05-01,114.13692661603027,125.2365255240164
2032-06-01,114.05042614058405,127.5959683037697
2032-07-01,115.75982295678637,127.93251130061503
2032-08-01,114.52982551280627,126.47167062564404
2032-09-01,114.02990786228949,127.0226312751873
2032-10-01,114.55667292969717,126.48556228579797
2032-11-01,116.51119320368467,130.9309576287168
2032-12-01,118.81663504552641,134.24793407108723
2033-01-01,119.72970011560615,137.3606042767692
2033-02-01,120.5587161134147,141.42129920947525
2033-03-01,119.17755105493612,138.77183389413406
2033-04-01,119.13502409916765,138.64917913634417
2033-05-01,120.26177262262529,135.23413041904558
2033-06-01,120.70080645508347,136.56954236256487
2033-07-01,120.19619505873497,136.9570398201575
2033-08-01,119.02112657998383,138.83965524279367
2033-09-01,121.48101019379719,144.52265047456854
2033-10-01,125.54278293821459,150.39345551648208
2033-11-01,127.7390648419742,160.13005948576776
2033-12-01,127.8083684038128,170.52665639561022
2034-01-01,127.84273862742111,174.80651832131784
2034-02-01,128.93066258945169,179.91361405993086
2034-03-01,128.42655698467988,174.9413611297438
2034-04-01,127.82769975787406,173.93960284081766
2034-05-01,128.33447594217083,173.68508947547275
2034-06-01,127.47071880693106,175.39683119703673
2034-07-01,126.47913802442918,174.8989259984588
2034-08-01,126.60248710220948,175.18314293020458
2034-09-01,127.22433424214798,173.6431670934783
2034-10-01,125.07319592258024,173.17434503465967
2034-11-01,120.81118366489348,176.38744744387952
2034-12-01,114.70039529218674,182.6191715839106
