YEAR,MONTH,CIVIL,IND
2025,1,2034683.8627500343,945721.2334570277
2025,2,1729735.5474152232,802837.8455570721
2025,3,1476392.1257312032,835713.0815749267
2025,4,872637.1813147942,689205.9287515765
2025,5,569359.438499831,637321.0692301644
2025,6,445975.7962915718,631039.8530802653
2025,7,432425.93032333197,658101.185356031
2025,8,410619.6947360082,628854.6523615237
2025,9,419010.65096910344,670518.2394789123
2025,10,646479.3529519115,777664.4864277274
2025,11,1118835.26407624,891253.2736540709
2025,12,1748669.6270779895,1035592.6258422519
2026,1,1983143.7798266723,992836.2151456801
2026,2,1703581.18280089,824367.213821437
2026,3,1392515.0264857572,872938.7692018449
2026,4,919582.5176236499,710010.672996877
2026,5,580860.4155050504,664691.9384176508
2026,6,453516.0679845465,643277.4856560399
2026,7,439111.98595465766,658711.6282877559
2026,8,420175.99418542726,631611.2720095864
2026,9,425895.80186404084,687135.6343044775
2026,10,636557.8342747509,790792.5655930385
2026,11,1126180.9432137045,928194.4808818816
2026,12,1851779.5822907921,1012118.1699089798
2027,1,1988067.787771443,1041491.7039679145
2027,2,1705700.874259089,800335.3728305442
2027,3,1414462.0904036309,894292.4463563252
2027,4,921893.9970308706,730923.5902391684
2027,5,584514.8094070872,685747.3610118988
2027,6,459682.633768218,669922.5805776393
2027,7,447565.05224401574,695080.735729361
2027,8,429404.1628568618,671285.4371949614
2027,9,434626.59380186204,694461.6284049442
2027,10,668150.4351999054,872359.0637167762
2027,11,1098095.3775685683,925684.4310042482
2027,12,1791541.0672069031,1099925.4551411204
2028,1,1963213.5512504017,1062077.0905532206
2028,2,1764893.5975453432,945997.341673855
2028,3,1399087.0589164915,924088.0430678395
2028,4,895131.842415473,768743.9354004264
2028,5,587841.2029694285,740634.1438845504
2028,6,463916.9761826385,726402.681613677
2028,7,449255.2315657643,759312.8067783794
2028,8,423851.90909136547,749759.9545267152
2028,9,429985.51573742134,792344.1526983082
2028,10,676443.2787951507,932395.609398444
2028,11,1138398.3530883172,1013576.1569256643
2028,12,1812356.5117551794,1115179.241854545
2029,1,2054259.1457338028,1103501.7599466923
2029,2,1700522.993492031,936964.2368445287
2029,3,1410216.455301321,974947.6847065035
2029,4,917859.3907936721,803692.5614965303
2029,5,586038.9428675729,742892.1052951177
2029,6,462642.5251722323,735304.1490539511
2029,7,449432.9039662027,766399.5621289185
2029,8,427507.52764041815,732085.9136360674
2029,9,431404.8601576467,780217.3761698707
2029,10,661381.8759245536,903790.2357709088
2029,11,1135809.3902044878,1035325.1638084286
2029,12,1825333.387532982,1202431.015996071
2030,1,2014062.6340846,1152099.6965204484
2030,2,1706746.6370449949,956536.9242062413
2030,3,1431695.8168560714,1012451.8469859933
2030,4,935751.5921531265,823093.5475827344
2030,5,594836.4870339509,770432.7239428503
2030,6,469375.2017690078,745150.5322882496
2030,7,454914.31830417603,762470.9621643132
2030,8,435986.8464510299,730963.3325784025
2030,9,443341.6451327452,795121.9703897135
2030,10,642222.2099217179,913666.1043676701
2030,11,1141812.5546353438,1072432.5130947342
2030,12,1832717.4545948172,1167845.1773664919
2031,1,1983721.9192748806,1202376.4267703227
2031,2,1722514.2152096094,923083.7628381547
2031,3,1432244.3513180832,1031411.692536538
2031,4,938490.7567550712,842738.2430214235
2031,5,600901.9086188016,790598.7356982706
2031,6,475746.4541511603,771980.489677724
2031,7,462149.50959561544,800557.8721498183
2031,8,445149.9025994665,773128.7947776986
2031,9,449841.057884394,799353.8703515327
2031,10,643945.7274365593,1003386.0261843922
2031,11,1096560.3109592418,1063673.7834308802
2031,12,1812727.9423748022,1263439.664141669
2032,1,2013595.2021586453,1219931.9177189725
2032,2,1781670.288869444,1087336.815938258
2032,3,1392936.3643227848,1060881.5882592383
2032,4,889945.3154192483,882266.1989118695
2032,5,603755.9172848664,850043.7364784608
2032,6,479750.89963485446,833398.221776167
2032,7,465649.4481645164,870769.9831775345
2032,8,439128.3327277571,859783.070460043
2032,9,445748.1705692672,908130.3274960408
2032,10,684631.6055143161,1068046.2143415953
2032,11,1155231.100158813,1159864.0960688242
2032,12,1803660.6636427506,1275058.1830661132
2033,1,1982998.8937107476,1261282.2864363736
2033,2,1714894.7603740965,1071090.6281319892
2033,3,1416954.6540171402,1114182.2878380688
2033,4,933555.1310164941,918179.1942414842
2033,5,598885.8916160304,848463.1413600708
2033,6,478076.61741783697,839568.4450276339
2033,7,463524.0289052442,874697.9389018004
2033,8,441924.09103428526,835317.1749106155
2033,9,446126.7151982995,889916.5128608444
2033,10,677358.9987919276,1029915.9851140762
2033,11,1151184.2096873736,1179397.053962799
2033,12,1863029.4372559,1369269.4061498833
2034,1,2034114.5700245693,1311363.1778952212
2034,2,1720835.4125406067,1088706.6345910707
2034,3,1417606.5120542543,1151964.9247701243
2034,4,951445.4639042915,936176.4221685895
2034,5,610628.7859593524,876173.50946805
2034,6,485113.34461477015,847023.5789204629
2034,7,469246.8996122177,866230.296040879
2034,8,450253.2954875956,830315.3931472282
2034,9,456817.9686729101,903108.3064749424
2034,10,711197.560413833,1036539.643142317
2034,11,1150011.7053299656,1216670.5453075948
2034,12,1844393.1615936607,1323572.1848240115
