YEAR,MONTH,CIVIL,IND
2028,3,1392725.6009519664,924088.0430678395
2028,4,897476.3874285328,768743.9354004264
2028,5,618591.4842789802,740634.1438845504
2028,6,486489.73895911034,726402.681613677
2028,7,472024.7144376046,759312.8067783794
2028,8,449248.0526286123,749759.9545267152
2028,9,454951.45195801975,792344.1526983082
2028,10,685028.8285094618,932395.609398444
2028,11,1152058.6062205012,1013576.1569256643
2028,12,1812240.1626724834,1115179.241854545
2029,1,1995061.3124744217,1103501.7599466923
2029,2,1660037.2567628066,936964.2368445287
2029,3,1409239.140450115,974947.6847065035
2029,4,925111.0906810644,803692.5614965303
2029,5,634992.8762952969,742892.1052951177
2029,6,503402.12816233584,735304.1490539511
2029,7,489428.766528551,766399.5621289185
2029,8,468989.47786803637,732085.9136360674
2029,9,475543.75568379764,780217.3761698707
2029,10,689289.8057301012,903790.2357709088
2029,11,1127270.120768871,1035325.1638084286
2029,12,1798755.179884116,1202431.015996071
2030,1,1971381.3255926082,1152099.6965204484
2030,2,1673812.9116908556,956536.9242062413
2030,3,1443106.090147846,1012451.8469859933
2030,4,939565.9908294659,823093.5475827344
2030,5,639303.5455095847,770432.7239428503
2030,6,507943.0716937915,745150.5322882496
2030,7,493787.3302860272,762470.9621643132
2030,8,478742.57588702155,730963.3325784025
2030,9,501812.8698399744,795121.9703897135
2030,10,687474.7352202847,913666.1043676701
2030,11,1129564.8243532195,1072432.5130947342
2030,12,1804391.4866571338,1167845.1773664919
2031,1,1945920.8989977462,1202376.4267703227
2031,2,1690759.5049797832,923083.7628381547
2031,3,1417462.3110029965,1031411.692536538
2031,4,954464.4266297421,842738.2430214235
2031,5,645899.4309284564,790598.7356982706
2031,6,512465.53559362574,771980.489677724
2031,7,500112.8576497646,800557.8721498183
2031,8,485943.3629476472,773128.7947776986
2031,9,493161.6055883563,799353.8703515327
2031,10,692328.7736382567,1003386.0261843922
2031,11,1101941.5606149074,1063673.7834308802
2031,12,1792099.6495077978,1263439.664141669
2032,1,1964717.10724377,1219931.9177189725
2032,2,1743023.394582494,1087336.815938258
2032,3,1365388.7910664496,1060881.5882592383
2032,4,914094.5197135402,882266.1989118695
2032,5,654186.4029723773,850043.7364784608
2032,6,523035.4633310389,833398.221776167
2032,7,508350.7855513287,870769.9831775345
2032,8,484827.7367021884,859783.070460043
2032,9,491988.95430974953,908130.3274960408
2032,10,703139.8813123673,1068046.2143415953
2032,11,1181244.492159424,1159864.0960688242
2032,12,1803399.4449830123,1275058.1830661132
2033,1,1959941.0798758848,1261282.2864363736
2033,2,1684017.1919986042,1071090.6281319892
2033,3,1402119.3345367645,1114182.2878380688
2033,4,946774.178208435,918179.1942414842
2033,5,653583.7179376942,848463.1413600708
2033,6,524281.4521252152,839568.4450276339
2033,7,509851.200519542,874697.9389018004
2033,8,490301.14599437977,835317.1749106155
2033,9,496921.6678563568,889916.5128608444
2033,10,711058.0373580072,1029915.9851140762
2033,11,1148898.4627247325,1179397.053962799
2033,12,1842536.4368098124,1369269.4061498833
2034,1,1998515.9110787222,1311363.1778952212
2034,2,1696569.1723216812,1088706.6345910707
2034,3,1406932.578139742,1151964.9247701243
2034,4,959902.7251428498,936176.4221685895
2034,5,660916.4579341353,876173.50946805
2034,6,528796.0183685988,847023.5789204629
2034,7,516565.1482054415,866230.296040879
2034,8,498687.6225166188,830315.3931472282
2034,9,506605.7761544243,903108.3064749424
2034,10,730272.3746087071,1036539.643142317
2034,11,1146798.9018434996,1216670.5453075948
2034,12,1825273.492404808,1323572.1848240115
